NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1990-10-01 00:00:00;;1009.9;12.6;3.7;16.7;9.5;12.9;119;11;134;0;31;31;31;31;31;;;;;;;6;5;0;;;;;;21;3;0;0;0;1;18.3;1990-10-13 00:00:00;7.6;1990-10-08 00:00:00;24.7;1990-10-12 00:00:00;2.8;1990-10-09 00:00:00;28.2;1990-10-28 00:00:00;20;1990-10-06 00:00:00;3;0;6;18
07015;1990-10-01 00:00:00;;1010.8;12.5;4;16.8;9;11.5;95;11;142;0;31;31;31;31;31;1;0;;;;;8;4;0;;;;;;22;2;0;0;0;2;18.4;1990-10-15 00:00:00;8.3;1990-10-29 00:00:00;25;1990-10-12 00:00:00;2.6;1990-10-23 00:00:00;27.2;1990-10-28 00:00:00;20;1990-10-28 00:00:00;1;0;6;18
07020;1990-10-01 00:00:00;;1007.9;15;2.5;17.2;12.4;13.6;92;11;;0;0;31;0;31;0;;;;;;;6;3;0;;;;;;26;9;2;;;;19.7;1990-10-13 00:00:00;11.4;1990-10-26 00:00:00;24.2;1990-10-12 00:00:00;8.8;1990-10-09 00:00:00;24.1;1990-10-27 00:00:00;30;1990-10-26 00:00:00;;;6;18
07027;1990-10-01 00:00:00;;1009.8;13.3;3.8;17.6;9.8;12.9;76;11;131;0;0;31;0;31;31;;0;;;;;7;2;0;;;;;;21;1;0;0;0;1;20;1990-10-13 00:00:00;8.9;1990-10-09 00:00:00;26.6;1990-10-12 00:00:00;1;1990-10-09 00:00:00;15;1990-10-28 00:00:00;21;1990-10-26 00:00:00;1;0;6;18
07037;1990-10-01 00:00:00;991.9;1010.5;12;3.9;16.5;8.7;11.5;70;9;143;31;31;31;31;31;31;;;;;;;5;2;0;;;;;;23;1;0;0;0;3;18.8;1990-10-13 00:00:00;7.3;1990-10-29 00:00:00;24.5;1990-10-12 00:00:00;1.8;1990-10-09 00:00:00;27.4;1990-10-28 00:00:00;20;1990-10-15 00:00:00;1;0;6;18
07110;1990-10-01 00:00:00;996.8;1009.1;13.1;;;;12.2;160;17;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07149;1990-10-01 00:00:00;1001.3;1012;13.5;4.1;18.1;9.6;12.6;66;10;;31;31;31;31;31;0;1;0;;;;;4;1;0;;;;;;19;1;0;;;;19.3;1990-10-14 00:00:00;9;1990-10-29 00:00:00;26.7;1990-10-12 00:00:00;3.2;1990-10-09 00:00:00;31.7;1990-10-28 00:00:00;22;1990-10-28 00:00:00;;;6;18
07190;1990-10-01 00:00:00;995.9;1014.5;11.4;4.7;16.6;7.5;11.6;58;7;138;0;0;31;0;31;31;;;;;0;;3;2;0;;;;;;8;0;0;0;0;9;16.3;1990-10-01 00:00:00;3.7;1990-10-23 00:00:00;24.8;;;;22.4;1990-10-01 00:00:00;19;1990-10-28 00:00:00;;;6;18
07207;1990-10-01 00:00:00;;1010.5;14.8;2;17;12.8;15.9;81;15;156;0;31;31;31;31;31;;;;;;;6;2;0;;;;;;21;9;1;;;;17.2;1990-10-13 00:00:00;11.8;1990-10-08 00:00:00;19;1990-10-13 00:00:00;8.4;1990-10-09 00:00:00;15.8;1990-10-25 00:00:00;33;1990-10-29 00:00:00;1;0;6;18
07222;1990-10-01 00:00:00;1007.8;1011;14.2;4;19.1;10.3;13.7;121;14;145;0;0;31;0;31;31;;0;;;;;8;3;0;;;;;;20;2;0;0;0;4;19.9;1990-10-13 00:00:00;10.3;1990-10-09 00:00:00;26.1;;;;28;1990-10-25 00:00:00;25;1990-10-29 00:00:00;1;0;6;18
