NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1990-07-01 00:00:00;;1019;17.3;5.2;23;11.5;13.9;18;6;310;0;31;31;31;31;31;10;3;;;;;1;;;;;;;;25;2;0;0;0;1;24.1;1990-07-21 00:00:00;12.3;1990-07-04 00:00:00;31.8;1990-07-21 00:00:00;7.1;1990-07-11 00:00:00;7.8;1990-07-01 00:00:00;23;1990-07-01 00:00:00;;;6;18
07015;1990-07-01 00:00:00;;1019.5;18;5.1;23.6;12.3;11.8;16;4;301;0;31;31;31;31;31;14;4;;;;;2;;;;;;;;25;2;0;;;;24;1990-07-21 00:00:00;13;1990-07-04 00:00:00;30.8;1990-07-21 00:00:00;7;1990-07-04 00:00:00;6.4;1990-07-05 00:00:00;22;1990-07-01 00:00:00;;;6;18
07020;1990-07-01 00:00:00;;1018.8;16.7;2.2;19.2;14;16.3;17;3;;0;0;31;0;31;0;;0;;;;;1;1;0;;;;;;19;3;0;0;0;1;20;1990-07-29 00:00:00;14.2;1990-07-04 00:00:00;25.6;1990-07-21 00:00:00;10.6;1990-07-11 00:00:00;10.5;1990-07-04 00:00:00;28;1990-07-04 00:00:00;;;6;18
07027;1990-07-01 00:00:00;;1019.5;17.9;4.8;23.6;12.3;15.8;11;3;303;0;0;31;0;31;31;;;;;;;1;;;;;;;;31;5;0;0;0;1;23.4;1990-07-15 00:00:00;12.6;1990-07-04 00:00:00;32;1990-07-15 00:00:00;7.1;1990-07-11 00:00:00;6.7;1990-07-27 00:00:00;28;1990-07-01 00:00:00;1;0;6;18
07037;1990-07-01 00:00:00;1001;1019.4;17.9;5.6;24.1;11.9;12.6;14;6;298;31;31;31;31;31;31;14;5;;;;;0;;;;;;;;27;1;0;;;;25.2;1990-07-21 00:00:00;11.1;1990-07-04 00:00:00;32.7;1990-07-21 00:00:00;5.9;1990-07-02 00:00:00;3.2;1990-07-08 00:00:00;21;1990-07-01 00:00:00;;;6;18
07110;1990-07-01 00:00:00;1007.5;1019.7;18.1;;;;15.8;30;5;322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07149;1990-07-01 00:00:00;1009.2;1019.6;20.3;5.3;26;14.4;14.5;27;4;;31;31;31;31;31;0;19;7;;;;;2;1;0;;;;;;21;0;0;;;;26.7;1990-07-21 00:00:00;13.5;1990-07-04 00:00:00;34.3;1990-07-21 00:00:00;8.2;1990-07-04 00:00:00;11.8;1990-07-28 00:00:00;19;1990-07-01 00:00:00;1;0;6;18
07190;1990-07-01 00:00:00;1001.1;1019.2;19;5.5;24.8;12.6;14.7;33;6;284;0;0;31;0;31;31;;;;;;;3;1;0;;;;;;19;0;0;;;;24.5;1990-07-28 00:00:00;12.7;1990-07-03 00:00:00;33.9;;;;10.8;1990-07-03 00:00:00;18;1990-07-01 00:00:00;1;0;6;18
07207;1990-07-01 00:00:00;;1019.8;19.2;4.3;23;15.9;18.3;16;3;300;0;31;31;31;31;31;12;3;;;;;1;1;0;;;;;;26;3;0;1;2;3;25.2;1990-07-22 00:00:00;14.5;1990-07-03 00:00:00;33;1990-07-21 00:00:00;10.8;1990-07-03 00:00:00;10.8;1990-07-04 00:00:00;26;1990-07-05 00:00:00;1;0;6;18
07222;1990-07-01 00:00:00;1016.2;1019.4;20.8;5.9;26.4;15.5;15.5;20;3;290;0;0;31;0;31;31;;;;0;;;1;1;0;;;;;;24;0;0;0;0;1;28.7;1990-07-21 00:00:00;14.3;1990-07-04 00:00:00;36.3;;;;15;1990-07-04 00:00:00;18;1990-07-05 00:00:00;;;6;18
