NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1991-10-01 00:00:00;1006.3;1015.4;10.4;3.5;14;7.4;10.8;40;7;113;3;3;31;3;31;31;;;;;;;3;1;0;;;;;;16;4;0;0;3;5;16.3;1991-10-11 00:00:00;5.8;1991-10-27 00:00:00;22.2;1991-10-10 00:00:00;1;1991-10-07 00:00:00;13;1991-10-30 00:00:00;22;1991-10-17 00:00:00;;;6;18
07015;1991-10-01 00:00:00;;;10.3;;;;;62;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07020;1991-10-01 00:00:00;1012.7;1013.2;13.2;2.1;14.8;11;14.2;89;13;;6;16;31;16;31;0;;;;;;;7;3;0;;;;;;20;6;1;;;;16.6;1991-10-10 00:00:00;11.3;1991-10-27 00:00:00;18.8;1991-10-11 00:00:00;8.2;1991-10-27 00:00:00;20.5;1991-10-29 00:00:00;33;1991-10-17 00:00:00;2;0;6;18
07027;1991-10-01 00:00:00;1007.8;1015.9;11;;;;10.5;72;15;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07037;1991-10-01 00:00:00;996.9;1015.8;9.9;3.5;13.6;6.8;11.1;104;8;81;7;7;31;7;31;31;;;;;;;7;5;0;;;;;;15;0;0;0;0;5;15.5;1991-10-10 00:00:00;5.7;1991-10-19 00:00:00;21.4;1991-10-10 00:00:00;0.2;1991-10-07 00:00:00;19.4;1991-10-30 00:00:00;18;1991-10-17 00:00:00;1;0;6;18
07110;1991-10-01 00:00:00;;1015.9;11.1;;;;12.5;159;17;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07149;1991-10-01 00:00:00;1005.4;1017;10.8;3.9;15;7.4;11.2;28;6;;31;31;31;31;31;0;;;;;;;2;;;;;;;;11;0;0;0;0;6;17.7;1991-10-10 00:00:00;6.6;1991-10-20 00:00:00;23.8;1991-10-10 00:00:00;0.8;1991-10-27 00:00:00;5.9;1991-10-30 00:00:00;18;1991-10-16 00:00:00;1;0;6;18
07190;1991-10-01 00:00:00;1000.2;1017.9;9.7;;;;10.6;47;7;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07207;1991-10-01 00:00:00;1012.4;1015.8;13.2;2.5;15.3;11;13.5;132;15;117;12;30;31;29;31;31;;;;;;;7;4;0;;;;;;26;9;1;0;0;1;16.9;1991-10-03 00:00:00;8.9;1991-10-19 00:00:00;19.6;1991-10-03 00:00:00;6.6;1991-10-19 00:00:00;24.7;1991-10-14 00:00:00;31;1991-10-13 00:00:00;2;1;6;18
07222;1991-10-01 00:00:00;1013.3;1016.1;11.4;;;;12.2;103;12;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07240;1991-10-01 00:00:00;1002.9;1016.5;10.5;4.1;15.1;6.9;11.2;51;11;120;0;0;31;0;31;31;;;;;;;3;1;0;;;;;;18;1;0;0;0;5;16.5;1991-10-10 00:00:00;4.6;1991-10-26 00:00:00;21;1991-10-04 00:00:00;0.8;1991-10-07 00:00:00;17;1991-10-11 00:00:00;23;1991-10-16 00:00:00;1;0;6;18
07255;1991-10-01 00:00:00;997.3;1017.1;10.3;4.3;15;6.5;11.6;50;10;103;0;0;31;0;31;31;;;;;0;;2;1;0;;;;;;11;0;0;0;0;3;17.1;1991-10-10 00:00:00;5.1;1991-10-19 00:00:00;21.2;;;;16.2;1991-10-11 00:00:00;15;1991-10-17 00:00:00;1;0;6;18
07280;1991-10-01 00:00:00;990.7;1017.9;9.7;3.9;13.9;6.4;10.5;51;8;97;0;0;31;0;31;31;;;;;;;2;1;0;;;;;;12;0;0;2;2;12;15.3;1991-10-10 00:00:00;4.5;1991-10-26 00:00:00;22.3;;;;20.2;1991-10-05 00:00:00;17;1991-10-17 00:00:00;2;0;6;18
07299;1991-10-01 00:00:00;986.5;1018.4;9.4;4.6;13.8;5.9;10.6;58;8;125;0;1;31;1;31;31;;;;;0;;3;2;0;;;;;;11;0;0;0;0;10;14.1;1991-10-01 00:00:00;3;1991-10-22 00:00:00;22.1;1991-10-05 00:00:00;-2.1;1991-10-23 00:00:00;23;1991-10-12 00:00:00;16;1991-10-18 00:00:00;;;6;18
07335;1991-10-01 00:00:00;1002.2;1016.5;10.6;4.2;15.2;6.6;11.7;51;10;132;0;0;31;0;31;31;;;;;0;;4;1;0;;;;;;18;0;0;0;0;1;15.4;1991-10-10 00:00:00;5.4;1991-10-23 00:00:00;21.5;1991-10-04 00:00:00;-1.3;1991-10-23 00:00:00;11.2;1991-10-11 00:00:00;15;1991-10-05 00:00:00;;;6;18
07434;1991-10-01 00:00:00;;1016.9;9.9;;;;11.4;105;14;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07460;1991-10-01 00:00:00;977.2;1017.1;10.3;5.2;15.3;6;10.7;36;6;109;0;0;31;0;31;31;;;;;0;;3;1;0;;;;;;14;0;0;0;0;3;18.5;1991-10-10 00:00:00;2.7;1991-10-23 00:00:00;23.3;1991-10-10 00:00:00;-5.3;1991-10-23 00:00:00;14;1991-10-05 00:00:00;18;1991-10-17 00:00:00;1;0;6;18
07471;1991-10-01 00:00:00;;;7.3;5;12;3.3;8;64;8;99;0;31;31;30;31;31;;;;;0;5;3;2;0;;;;;;19;0;0;0;1;5;16.4;1991-10-10 00:00:00;0.3;1991-10-22 00:00:00;22.9;1991-10-04 00:00:00;-6.4;1991-10-23 00:00:00;25;1991-10-11 00:00:00;18;1991-10-11 00:00:00;;;6;18
07481;1991-10-01 00:00:00;988.8;1017.6;11.1;4.6;15.2;8;11.3;115;10;108;0;0;31;0;31;31;;;;;0;;5;4;0;;;;;;11;0;0;0;0;3;17.1;1991-10-10 00:00:00;3.6;1991-10-25 00:00:00;23.8;1991-10-10 00:00:00;-1.1;1991-10-23 00:00:00;43.4;1991-10-05 00:00:00;15;1991-10-17 00:00:00;;;6;18
07510;1991-10-01 00:00:00;1009.8;1016.7;12.2;4.2;16.7;8.8;12.5;145;14;129;0;0;31;0;31;31;;;;;;;7;2;1;;;;;;13;0;0;0;0;1;16.2;1991-10-02 00:00:00;6.1;1991-10-23 00:00:00;22.3;;;;62;1991-10-15 00:00:00;15;1991-10-01 00:00:00;2;0;6;18
