NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1991-05-01 00:00:00;1012.1;1022;9.6;3.6;13.9;5.8;10.6;25;7;155;1;2;31;2;31;31;;;;;;;1;1;0;;;;;;23;0;0;0;0;5;14;1991-05-22 00:00:00;5.8;1991-05-04 00:00:00;20.6;1991-05-30 00:00:00;1.2;1991-05-11 00:00:00;12.4;1991-05-05 00:00:00;15;1991-05-01 00:00:00;;;6;18
07015;1991-05-01 00:00:00;1016.2;1022.6;10.1;;;;9;41;6;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07020;1991-05-01 00:00:00;1022.5;1023.9;10.6;1.7;12.6;8.7;11.8;12;4;;0;19;31;0;31;0;;;;;;;0;;;;;;;;16;0;0;0;0;3;13.4;1991-05-25 00:00:00;7.9;1991-05-06 00:00:00;16.8;1991-05-25 00:00:00;5.4;1991-05-10 00:00:00;4.6;1991-05-03 00:00:00;19;1991-05-04 00:00:00;;;6;18
07027;1991-05-01 00:00:00;1015.4;1023.6;10.7;3.3;14.1;7.6;10.5;25;2;184;0;0;31;0;31;31;;;;;;;2;1;0;;;;;;19;0;0;0;0;2;14.4;1991-05-22 00:00:00;6.7;1991-05-03 00:00:00;21.6;;;;13;1991-05-05 00:00:00;19;1991-05-01 00:00:00;;;6;18
07037;1991-05-01 00:00:00;1003.9;1022.9;9.8;4.1;14.2;5.9;10.1;26;7;169;2;2;31;2;31;31;;;;;;;2;1;0;;;;;;23;0;0;1;2;2;14.8;1991-05-22 00:00:00;4.9;1991-05-04 00:00:00;22.1;1991-05-30 00:00:00;1.5;1991-05-15 00:00:00;10;1991-05-05 00:00:00;16;1991-05-01 00:00:00;;;6;18
07110;1991-05-01 00:00:00;1012.4;1025.3;11.2;;;;10.7;11;4;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07149;1991-05-01 00:00:00;1010.5;1022.2;12.2;4.7;16.9;7.7;10.4;17;5;;31;31;31;31;31;0;2;0;;;;;0;;;;;;;;24;0;0;;;;18.9;1991-05-22 00:00:00;6.6;1991-05-04 00:00:00;25;1991-05-22 00:00:00;2.8;1991-05-04 00:00:00;4.4;1991-05-04 00:00:00;18;1991-05-02 00:00:00;2;0;6;18
07190;1991-05-01 00:00:00;1000.9;1019.6;11.9;;;;9;27;5;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07207;1991-05-01 00:00:00;1018.2;1023.8;13;3.8;17.1;9.7;12.5;7;2;249;12;27;31;27;31;31;;;;;;;0;;;;;;;;27;0;0;0;0;2;18.4;1991-05-30 00:00:00;9;1991-05-05 00:00:00;24.6;1991-05-31 00:00:00;6.4;1991-05-05 00:00:00;3;1991-05-07 00:00:00;19;1991-05-01 00:00:00;;;6;18
07222;1991-05-01 00:00:00;1019.7;1022.8;13.6;;;;12.3;12;6;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07240;1991-05-01 00:00:00;1008.2;1021.8;12;5.2;16.8;7.1;10.3;16;4;221;0;0;31;0;31;31;;;;;;;0;;;;;;;;23;0;0;;;;19.1;1991-05-22 00:00:00;5.1;1991-05-04 00:00:00;24.9;1991-05-30 00:00:00;2.4;1991-05-18 00:00:00;4.3;1991-05-05 00:00:00;19;1991-05-02 00:00:00;;;6;18
07255;1991-05-01 00:00:00;1000.9;1020.5;12.3;;;;10.3;15;5;235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07280;1991-05-01 00:00:00;992.6;1019.8;12.2;5.3;17.6;6.5;8.4;6;3;252;0;0;31;0;31;31;;0;;;;;0;;;;;;;;19;0;0;;;;19.2;1991-05-22 00:00:00;5.4;1991-05-04 00:00:00;26;;;;2.4;1991-05-08 00:00:00;16;1991-05-17 00:00:00;;;6;18
07299;1991-05-01 00:00:00;987.2;1019.7;11.3;5.2;16.7;5.6;8.2;36;9;207;0;0;31;0;31;31;;0;;;;;1;1;0;;;;;;15;0;0;;;;17.9;1991-05-22 00:00:00;5.9;1991-05-04 00:00:00;25.7;1991-05-31 00:00:00;0.4;1991-05-06 00:00:00;14;1991-05-10 00:00:00;14;1991-05-09 00:00:00;1;0;6;18
07335;1991-05-01 00:00:00;1006.7;1021.2;12.5;5.7;17.8;7;9.4;27;7;216;0;0;31;0;31;31;;0;;;;;1;;;;;;;;24;0;0;0;0;1;19.7;1991-05-29 00:00:00;6.2;1991-05-04 00:00:00;26.7;1991-05-30 00:00:00;2;1991-05-18 00:00:00;9.2;1991-05-06 00:00:00;18;1991-05-02 00:00:00;2;0;6;18
07434;1991-05-01 00:00:00;973.8;1020.6;11.6;;;;11.2;39;10;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07460;1991-05-01 00:00:00;979.9;1019.6;11.5;5.7;17.1;5.6;9.2;30;6;234;0;0;31;0;31;31;;0;;;0;;2;;;;;;;;27;0;0;;;;18;1991-05-30 00:00:00;5.4;1991-05-05 00:00:00;26.9;1991-05-28 00:00:00;-0.2;1991-05-18 00:00:00;8;1991-05-06 00:00:00;17;1991-05-16 00:00:00;4;1;6;18
