NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07240;1991-03-01 00:00:00;998.9;1012.4;9.4;3.5;13.4;5.9;9.2;57;9;99;0;0;31;0;31;31;;;;;;;5;1;0;;;;;;25;2;0;0;0;4;13;1991-03-20 00:00:00;5.3;1991-03-30 00:00:00;18.9;1991-03-13 00:00:00;0.1;1991-03-30 00:00:00;15.2;1991-03-21 00:00:00;21;1991-03-25 00:00:00;;;6;18
07255;1991-03-01 00:00:00;992.3;1012.3;9.7;;;;9.9;34;10;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07280;1991-03-01 00:00:00;986.6;1014;8.8;3.8;13.8;4.8;9.1;93;13;117;0;0;31;0;31;31;;;;;0;;3;2;1;;;;;;13;1;0;0;0;4;12.6;1991-03-20 00:00:00;4.2;1991-03-29 00:00:00;19.5;;;;50.8;1991-03-08 00:00:00;22;1991-03-21 00:00:00;;;6;18
07299;1991-03-01 00:00:00;;1014.9;8.1;4.1;12.7;4;8.3;46;7;99;0;0;31;0;31;31;;;;;0;;4;2;0;;;;;;7;1;0;0;0;2;14.4;1991-03-21 00:00:00;2.9;1991-03-29 00:00:00;21.2;1991-03-21 00:00:00;-3.3;1991-03-30 00:00:00;15.8;1991-03-21 00:00:00;23;1991-03-21 00:00:00;;;6;18
07314;1991-03-01 00:00:00;;1012.2;10.8;2.1;13.1;8.4;11.2;59;9;111;0;0;31;0;31;31;;;;;;;3;2;0;;;;;;25;7;1;0;0;2;14;1991-03-12 00:00:00;8.5;1991-03-30 00:00:00;18.4;1991-03-12 00:00:00;3.6;1991-03-30 00:00:00;19.5;1991-03-21 00:00:00;31;1991-03-07 00:00:00;;;6;18
07335;1991-03-01 00:00:00;;1012.2;9.4;3.5;13.5;5.7;9.5;51;10;102;0;0;31;0;31;31;;;;;0;;3;2;0;;;;;;22;0;0;0;0;4;13;1991-03-05 00:00:00;5.6;1991-03-23 00:00:00;18.8;1991-03-16 00:00:00;-1.6;1991-03-31 00:00:00;17.4;1991-03-21 00:00:00;18;1991-03-16 00:00:00;1;0;6;18
07434;1991-03-01 00:00:00;964.7;1012.5;8.9;;;;9.9;57;8;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07510;1991-03-01 00:00:00;1004.1;1011.5;11.3;;;;10.6;40;8;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07621;1991-03-01 00:00:00;;1011.6;10;4;15.2;5.3;10;78;8;135;0;0;31;0;31;31;;;;;;;5;3;0;;;;;;12;3;0;0;0;2;14.2;1991-03-20 00:00:00;3.7;1991-03-24 00:00:00;23.6;1991-03-16 00:00:00;1.4;1991-03-24 00:00:00;26.6;1991-03-24 00:00:00;21;1991-03-06 00:00:00;;;6;18
07627;1991-03-01 00:00:00;963.3;1011.9;9.8;4.1;15.1;5.1;9.7;94;11;131;0;0;31;0;31;31;;;;;;;4;3;0;;1;0;;;12;2;0;;;;14.1;1991-03-06 00:00:00;3;1991-03-24 00:00:00;22;1991-03-16 00:00:00;0.1;1991-03-24 00:00:00;30.2;1991-03-23 00:00:00;20;1991-03-07 00:00:00;;;6;18
07630;1991-03-01 00:00:00;993.3;1011.6;10.9;;;;10.6;80;11;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07643;1991-03-01 00:00:00;;1012.5;12.2;3.3;16.5;8.8;12;52;11;157;0;0;31;0;31;31;;;;;;;4;1;0;;;;;;20;3;0;0;0;1;18.1;1991-03-20 00:00:00;8.7;1991-03-30 00:00:00;24.2;1991-03-20 00:00:00;2.8;1991-03-30 00:00:00;12.6;1991-03-24 00:00:00;25;1991-03-07 00:00:00;;;6;18
07650;1991-03-01 00:00:00;1008;1012.3;13;;;;11.2;56;7;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07690;1991-03-01 00:00:00;1011.7;1013;12.9;;;;11.7;53;6;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07747;1991-03-01 00:00:00;1007.1;1012.9;12.3;;;;11;157;6;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07761;1991-03-01 00:00:00;1011.7;1012.4;12.3;;;;10.9;50;4;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61998;1991-03-01 00:00:00;1004.2;1007.8;8.6;;;;9.5;74;12;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78897;1991-03-01 00:00:00;;;25.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81405;1991-03-01 00:00:00;1011.1;1012.2;26.2;;;;28.4;162;16;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
