NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1991-06-01 00:00:00;1004.2;1013.5;12.6;3.1;16.3;9.4;13;117;21;153;2;3;30;3;30;30;;;;;;;10;3;0;;;;;;25;2;0;0;0;1;17.5;1991-06-25 00:00:00;8.4;1991-06-04 00:00:00;21;1991-06-25 00:00:00;2.5;1991-06-05 00:00:00;18;1991-06-19 00:00:00;20;1991-06-10 00:00:00;3;0;6;18
07015;1991-06-01 00:00:00;1007.2;1013.4;13.1;3.3;17;9.6;11.7;115;21;162;27;30;30;30;30;30;;;;;;;8;4;0;;;;;;22;1;0;0;0;1;18.3;1991-06-25 00:00:00;8.8;1991-06-03 00:00:00;22.5;;;;17;1991-06-19 00:00:00;20;1991-06-13 00:00:00;2;0;6;18
07020;1991-06-01 00:00:00;1012.8;1013.4;13.1;1.6;15.2;10.9;13.5;90;16;;0;0;30;0;30;0;;;;;;;7;2;0;;;;;;27;1;0;0;0;1;14.9;1991-06-22 00:00:00;10.6;1991-06-01 00:00:00;18;1991-06-22 00:00:00;8.2;1991-06-05 00:00:00;15.1;1991-06-25 00:00:00;20;1991-06-23 00:00:00;;;6;18
07027;1991-06-01 00:00:00;1006.3;1014.3;13.7;3.4;17.6;10.2;12.4;70;13;147;0;0;30;0;30;30;;;;;;;5;3;0;;;;;;26;1;0;;;;19;1991-06-25 00:00:00;9;1991-06-05 00:00:00;23.9;;;;15;1991-06-21 00:00:00;21;1991-06-27 00:00:00;1;1;6;18
07037;1991-06-01 00:00:00;995.7;1014.3;12.6;3.5;16.9;8.9;12.3;71;15;136;3;3;30;3;30;30;;;;;;;4;2;0;;;;;;26;0;0;;;;18.2;1991-06-25 00:00:00;8;1991-06-04 00:00:00;21.9;1991-06-30 00:00:00;1.3;1991-06-05 00:00:00;12.4;1991-06-19 00:00:00;19;1991-06-27 00:00:00;1;0;6;18
07110;1991-06-01 00:00:00;1003.4;1015.8;12.8;;;;13.3;103;14;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07149;1991-06-01 00:00:00;1003.9;1015.4;14.6;3.6;19.2;10.3;13.3;69;14;;28;30;30;30;30;0;1;0;;;;;5;1;0;;;;;;28;2;0;;;;19.4;1991-06-25 00:00:00;10.7;1991-06-04 00:00:00;25.3;1991-06-30 00:00:00;3.6;1991-06-04 00:00:00;10.9;1991-06-20 00:00:00;21;1991-06-10 00:00:00;2;0;6;18
07190;1991-06-01 00:00:00;997;1015.1;15.7;;;;12.7;53;15;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07207;1991-06-01 00:00:00;1012;1017.1;14.4;1.7;16.4;12.4;14;53;11;199;15;30;30;30;30;30;;;;;;;4;1;0;;;;;;27;7;0;0;0;3;16.3;1991-06-30 00:00:00;12.3;1991-06-04 00:00:00;20.6;1991-06-01 00:00:00;7.8;1991-06-04 00:00:00;18.8;1991-06-05 00:00:00;27;1991-06-27 00:00:00;;;6;18
07222;1991-06-01 00:00:00;1014.2;1017;14.8;;;;14.8;81;12;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
