NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1990-11-01 00:00:00;;1013.1;6.9;3.9;9.4;4.8;9.8;82;15;71;0;30;30;30;30;30;;;;;0;4;7;3;0;;;;;;18;3;0;1;1;4;13.5;1990-11-17 00:00:00;0.7;1990-11-23 00:00:00;14.9;1990-11-17 00:00:00;-1.2;1990-11-23 00:00:00;17;1990-11-21 00:00:00;26;1990-11-17 00:00:00;;;6;18
07015;1990-11-01 00:00:00;;1013.4;6.4;3.9;9.1;4.1;8.7;87;13;82;0;30;30;30;30;30;;;;;0;4;6;3;0;;;;;;15;2;0;1;2;6;13.6;1990-11-17 00:00:00;0.5;1990-11-23 00:00:00;15;1990-11-13 00:00:00;-1.8;1990-11-09 00:00:00;19;1990-11-19 00:00:00;23;1990-11-18 00:00:00;;;6;18
07020;1990-11-01 00:00:00;;1013;10.7;2.5;11.9;8.6;10.6;90;17;;0;0;30;0;30;0;;;;;;;4;3;0;;;;;;30;9;0;0;0;1;14.2;1990-11-17 00:00:00;7.2;1990-11-25 00:00:00;14.6;1990-11-13 00:00:00;2;1990-11-26 00:00:00;18.8;1990-11-24 00:00:00;25;1990-11-23 00:00:00;2;1;6;18
07027;1990-11-01 00:00:00;;1014.1;7.8;4;10.8;5.2;10.2;94;14;84;0;0;30;0;30;30;;;;;0;;3;2;0;;;;;;24;1;0;0;0;2;13.8;1990-11-17 00:00:00;0.9;1990-11-23 00:00:00;15.9;1990-11-17 00:00:00;-3.2;1990-11-23 00:00:00;40.8;1990-11-02 00:00:00;21;1990-11-20 00:00:00;1;1;6;18
07037;1990-11-01 00:00:00;995;1014.1;6;4.1;9.1;3.6;8.8;40;17;70;30;30;30;30;30;30;;;;;0;7;2;;;;;;;;18;0;0;0;1;5;12.7;1990-11-17 00:00:00;-1.4;1990-11-23 00:00:00;14.3;1990-11-17 00:00:00;-4.1;1990-11-23 00:00:00;8;1990-11-20 00:00:00;19;1990-11-20 00:00:00;0;1;6;18
07110;1990-11-01 00:00:00;1002.6;1015.2;8.6;;;;9.7;101;15;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07149;1990-11-01 00:00:00;1004.2;1015.1;7.1;3.8;10;4.8;9.5;23;10;;30;30;30;30;30;0;;;;;0;1;0;;;;;;;;12;0;0;0;0;4;13.1;1990-11-17 00:00:00;1.6;1990-11-23 00:00:00;15.6;1990-11-13 00:00:00;-1.6;1990-11-22 00:00:00;3.1;1990-11-12 00:00:00;19;1990-11-24 00:00:00;0;1;6;18
07190;1990-11-01 00:00:00;996.8;1015.8;5.6;3.6;8;3.6;7.7;68;15;33;0;0;30;0;30;30;;;;;0;;4;2;0;;;;;;15;0;0;0;0;6;12.2;1990-11-17 00:00:00;-0.5;1990-11-07 00:00:00;14.1;;;;13.6;1990-11-20 00:00:00;18;1990-11-20 00:00:00;;;6;18
07207;1990-11-01 00:00:00;;1015.5;10.4;3.1;12.4;8.5;12.4;74;14;107;0;30;30;30;30;30;;;;;;;5;3;0;;;;;;25;5;0;0;0;1;14.3;1990-11-13 00:00:00;5.5;1990-11-29 00:00:00;15.8;1990-11-13 00:00:00;3.2;1990-11-07 00:00:00;14.8;1990-11-23 00:00:00;27;1990-11-24 00:00:00;1;1;6;18
07222;1990-11-01 00:00:00;1012.5;1015.8;8.5;4;11.9;5.6;10.6;62;13;94;0;0;30;0;30;30;;;;;0;;5;2;0;;;;;;15;0;0;0;0;5;13.4;1990-11-17 00:00:00;2.8;1990-11-23 00:00:00;16.5;;;;11.8;1990-11-01 00:00:00;17;1990-11-20 00:00:00;;;6;18
07240;1990-11-01 00:00:00;1001.8;1015.5;7.2;4.2;10.2;4.9;9.5;52;11;57;0;0;30;0;30;30;;;;;0;;5;1;0;;;;;;16;0;0;0;0;7;13.2;1990-11-13 00:00:00;1.2;1990-11-22 00:00:00;16.8;1990-11-13 00:00:00;-1.9;1990-11-22 00:00:00;10;1990-11-01 00:00:00;16;1990-11-01 00:00:00;1;1;6;18
07255;1990-11-01 00:00:00;995.1;1015.4;7.3;3.6;10.1;5;9.9;65;10;41;0;0;30;0;30;30;;;;;0;;4;1;0;;;;;;14;1;0;0;0;1;12.2;1990-11-17 00:00:00;1.2;1990-11-07 00:00:00;14.4;;;;12.3;1990-11-24 00:00:00;21;1990-11-02 00:00:00;;;6;18
07280;1990-11-01 00:00:00;988.7;1016.4;6.1;;;;8.5;76;17;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07299;1990-11-01 00:00:00;;1016.8;5.6;3.7;8.5;3.1;7.9;86;15;63;0;6;30;6;30;30;;;;;0;6;7;2;0;;;;;;16;1;0;0;0;6;12.1;1990-11-17 00:00:00;0.8;1990-11-08 00:00:00;17;1990-11-20 00:00:00;-2.3;1990-11-08 00:00:00;17;1990-11-22 00:00:00;21;1990-11-20 00:00:00;;;6;18
07314;1990-11-01 00:00:00;;1016;10.9;3;12.5;8.6;11.7;95;12;87;0;0;30;0;30;30;;;;;;;6;3;0;;;;;;24;6;1;;;;14.2;1990-11-09 00:00:00;5.4;1990-11-28 00:00:00;16.8;1990-11-11 00:00:00;2.4;1990-11-29 00:00:00;21.9;1990-11-23 00:00:00;30;1990-11-24 00:00:00;;;6;18
07335;1990-11-01 00:00:00;;1016;7.5;4.3;10.8;4.9;10;44;10;56;0;0;30;0;30;30;;;;;0;;6;;;;;;;;15;1;0;0;0;2;12.7;1990-11-13 00:00:00;1.9;1990-11-22 00:00:00;17;1990-11-13 00:00:00;-1.6;1990-11-22 00:00:00;9.8;1990-11-20 00:00:00;21;1990-11-24 00:00:00;;;6;18
07434;1990-11-01 00:00:00;968.4;1016.8;6.7;;;;9;102;17;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07460;1990-11-01 00:00:00;;1016.2;7.2;4.4;11;4;8;21;7;67;0;0;30;0;30;30;;;;;0;;1;;;;;;;;15;1;0;0;0;3;12.5;1990-11-18 00:00:00;0.1;1990-11-07 00:00:00;17.4;1990-11-17 00:00:00;-5;1990-11-07 00:00:00;5.8;1990-11-24 00:00:00;23;1990-11-02 00:00:00;;;6;18
