NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
07005;1991-01-01 00:00:00;;1021.6;3.6;3.9;6;1.7;7.6;67;12;85;0;31;31;31;31;31;;;;;1;13;6;2;0;;;;;;21;8;0;0;0;3;11.3;1991-01-02 00:00:00;-3.6;1991-01-30 00:00:00;13.1;1991-01-02 00:00:00;-6.6;1991-01-30 00:00:00;10.8;1991-01-01 00:00:00;29;1991-01-08 00:00:00;2;0;6;18
07015;1991-01-01 00:00:00;;1022.4;3.3;3.8;5.9;1.3;6.6;66;11;95;0;31;31;31;31;31;;;;;0;14;5;2;0;;;;;;18;8;0;0;0;5;10.7;1991-01-02 00:00:00;-2.2;1991-01-29 00:00:00;13.5;1991-01-02 00:00:00;-4.8;1991-01-30 00:00:00;14;1991-01-07 00:00:00;29;1991-01-05 00:00:00;0;1;6;18
07020;1991-01-01 00:00:00;;1020.2;6.7;3.2;8;4.5;8.4;98;15;;0;0;31;0;31;0;;;;;0;;9;3;0;;;;;;28;15;3;;;;10.8;1991-01-02 00:00:00;0;1991-01-29 00:00:00;12.4;1991-01-09 00:00:00;-1.4;1991-01-29 00:00:00;14.7;1991-01-09 00:00:00;40;1991-01-05 00:00:00;;;6;18
07027;1991-01-01 00:00:00;;1021.9;4.7;4;6.9;2.6;7.8;79;13;67;0;0;31;0;31;31;;;;;0;;8;1;0;;;;;;20;7;0;;;;12.1;1991-01-02 00:00:00;-1.8;1991-01-30 00:00:00;14.3;1991-01-09 00:00:00;-5.3;1991-01-30 00:00:00;11;1991-01-01 00:00:00;28;1991-01-08 00:00:00;;;6;18
07037;1991-01-01 00:00:00;1003;1022.5;3.2;3.9;5.7;1;7;70;11;78;31;31;31;31;31;31;;;;;5;13;7;1;0;;;;;;21;6;0;0;1;3;10.3;1991-01-02 00:00:00;-3.7;1991-01-30 00:00:00;13.1;1991-01-09 00:00:00;-6.1;1991-01-30 00:00:00;15.4;1991-01-01 00:00:00;28;1991-01-08 00:00:00;;;6;18
07110;1991-01-01 00:00:00;1008.2;1021;5.6;;;;8;158;17;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07149;1991-01-01 00:00:00;1012.8;1023.9;4.1;4;6.7;2;7.3;47;10;;31;31;31;31;31;0;;;;;0;12;5;1;0;;;;;;15;6;0;0;0;3;10.6;1991-01-10 00:00:00;-1.4;1991-01-30 00:00:00;14.4;1991-01-09 00:00:00;-4.7;1991-01-30 00:00:00;10.5;1991-01-03 00:00:00;27;1991-01-10 00:00:00;;;6;18
07190;1991-01-01 00:00:00;1006.5;1025.8;2.5;;;;5.7;27;8;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07207;1991-01-01 00:00:00;;1023;6.8;3.9;8.7;5.1;8.9;111;16;62;0;31;31;31;31;31;;;;;0;6;10;3;0;;;;;;23;13;5;0;0;2;11.8;1991-01-02 00:00:00;-0.1;1991-01-28 00:00:00;13;1991-01-09 00:00:00;-1;1991-01-26 00:00:00;16.7;1991-01-09 00:00:00;32;1991-01-09 00:00:00;0;1;6;18
07222;1991-01-01 00:00:00;1020.5;1023.9;5.2;4.5;7.8;2.8;8.4;121;11;79;0;0;31;0;31;31;;;;;;;10;5;0;;;;;;20;4;0;0;0;3;11.4;1991-01-02 00:00:00;-1.7;1991-01-29 00:00:00;15.4;;;;19.6;1991-01-03 00:00:00;25;1991-01-10 00:00:00;0;1;6;18
07240;1991-01-01 00:00:00;1010;1024;4.3;4.5;6.6;2.2;7.5;71;13;68;0;0;31;0;31;31;;;;;;;5;1;0;;;;;;21;3;0;0;0;3;11.7;1991-01-10 00:00:00;-2.3;1991-01-26 00:00:00;13.6;1991-01-10 00:00:00;-6.2;1991-01-30 00:00:00;22.1;1991-01-10 00:00:00;20;1991-01-05 00:00:00;;;6;18
07255;1991-01-01 00:00:00;;;;;;;8.6;47;12;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07280;1991-01-01 00:00:00;997.7;1026.1;1.9;5;5.1;-0.8;6.2;27;9;61;0;0;31;0;31;31;;;;;;;2;;;;;;;;14;0;0;0;1;5;11.4;1991-01-10 00:00:00;-5.4;1991-01-26 00:00:00;13.4;;;;5.6;1991-01-06 00:00:00;18;1991-01-10 00:00:00;;;6;18
07299;1991-01-01 00:00:00;;1026.7;2.3;4.8;5.2;-0.1;5.8;30;9;53;0;0;31;0;31;31;;;;;;;2;;;;1;0;;;16;0;0;0;1;4;11.1;1991-01-10 00:00:00;-4.8;1991-01-31 00:00:00;18.8;1991-01-10 00:00:00;-9.5;1991-01-31 00:00:00;8.4;1991-01-02 00:00:00;18;1991-01-06 00:00:00;;;6;18
07314;1991-01-01 00:00:00;;1024.4;6.6;4.3;8.2;4.6;9;75;14;75;0;0;31;0;31;31;;;;;0;;5;2;0;;;;;;25;7;0;0;0;1;12;1991-01-09 00:00:00;-0.7;1991-01-27 00:00:00;13.4;1991-01-10 00:00:00;-2.5;1991-01-30 00:00:00;18.5;1991-01-06 00:00:00;25;1991-01-05 00:00:00;0;1;6;18
07335;1991-01-01 00:00:00;;1024.6;4.1;4.9;6.7;1.7;7.8;42;9;68;0;0;31;0;31;31;;;;;;;2;;;;;;;;20;3;0;0;0;2;12.1;1991-01-10 00:00:00;-4.1;1991-01-26 00:00:00;13.7;1991-01-09 00:00:00;-8.6;1991-01-30 00:00:00;9.8;1991-01-06 00:00:00;20;1991-01-02 00:00:00;;;6;18
07434;1991-01-01 00:00:00;976.2;1025.6;3.6;;;;6.8;91;15;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07460;1991-01-01 00:00:00;;1025.5;3.6;5.4;7.3;0.4;6.2;16;5;89;0;0;31;0;31;31;;;;;;;1;;;;;;;;17;1;0;0;0;4;14.5;1991-01-10 00:00:00;-4.6;1991-01-27 00:00:00;19.9;1991-01-10 00:00:00;-8.9;1991-01-26 00:00:00;7.6;1991-01-19 00:00:00;20;1991-01-02 00:00:00;;;6;18
07471;1991-01-01 00:00:00;;;0.6;4.7;4.9;-3;5.2;23;7;110;0;31;31;31;31;31;;;;;5;25;2;;;;6;6;1;0;12;0;0;0;0;4;7.9;1991-01-10 00:00:00;-6.4;1991-01-28 00:00:00;12.9;1991-01-03 00:00:00;-11.3;1991-01-25 00:00:00;7.3;1991-01-12 00:00:00;17;1991-01-05 00:00:00;;;6;18
07481;1991-01-01 00:00:00;;1026.2;3.3;4.8;6;0.9;6.5;24;8;66;0;31;31;31;31;31;;;;;4;13;1;;;;;;;;11;2;0;0;2;6;12.2;1991-01-10 00:00:00;-3.8;1991-01-26 00:00:00;15.1;1991-01-11 00:00:00;-6.2;1991-01-30 00:00:00;5.2;1991-01-12 00:00:00;21;1991-01-04 00:00:00;;;6;18
07510;1991-01-01 00:00:00;1017.3;1025;5.8;4.8;9.6;3;8;42;10;111;0;0;31;0;31;31;;;;;;;3;1;0;;;;;;11;0;0;0;0;3;14.4;1991-01-10 00:00:00;-1.6;1991-01-28 00:00:00;17.7;;;;10.2;1991-01-11 00:00:00;18;1991-01-04 00:00:00;;;6;18
07535;1991-01-01 00:00:00;;1025.6;4.2;4.6;8;1.2;6.7;37;11;107;0;1;31;1;31;31;;;;;;;2;;;;;;;;14;0;0;0;0;4;12.3;1991-01-10 00:00:00;-3.4;1991-01-28 00:00:00;16.5;1991-01-10 00:00:00;-5.4;1991-01-24 00:00:00;6.8;1991-01-11 00:00:00;16;1991-01-17 00:00:00;;;6;18
07560;1991-01-01 00:00:00;;;-1.2;2.8;1.1;-3.4;4.4;77;11;;0;31;31;31;31;0;;;;;10;27;5;1;0;;23;21;14;0;28;17;2;2;15;15;4.7;1991-01-03 00:00:00;-5.2;1991-01-13 00:00:00;8.6;1991-01-03 00:00:00;-6.9;1991-01-19 00:00:00;31.6;1991-01-15 00:00:00;43;1991-01-15 00:00:00;;;6;18
07577;1991-01-01 00:00:00;1016.3;1025.4;4.8;3.6;8.4;2.3;7.3;10;4;114;0;31;31;0;31;31;;;;;0;9;0;;;;;;;;19;4;0;0;2;4;12;1991-01-11 00:00:00;-0.5;1991-01-27 00:00:00;15.7;1991-01-11 00:00:00;-2.8;1991-01-18 00:00:00;3.2;1991-01-13 00:00:00;23;1991-01-13 00:00:00;;;6;18
